Bankrupt,ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre-tax net Interest Rate,After-tax net Interest Rate,Non-industry income and expenditure/revenue,Continuous interest rate (after tax),Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Operating Profit Per Share (Yuan ??),Total Asset Growth Rate,Total debt/Total net worth,Debt ratio %,Current Liability to Current Assets
0,0.51425925,0.572666812,0.558059853,0.609197308,0.609197308,0.999102776,0.79755367,0.809429361,0.303531777,0.781694185,0.000116215,4740000000,0.466200314,0.000116012,0.253062051,0.120755639,7690000000,0.010471553,0.158146144,0.036837045
0,0.472578365,0.538323157,0.527704909,0.601039219,0.601039219,0.998976483,0.797393472,0.809325073,0.303515825,0.781591168,0.000111705,3500000000,0.465215604,0.000221022,0,0.097141927,617000000,0.005580937,0.112071832,0.025977794
0,0.464242188,0.518861753,0.511965309,0.605543464,0.606062353,0.998949907,0.79731946,0.809249168,0.303441865,0.781505273,0.000218784,7280000000,0.458304186,0.00029503,0,0.093803436,5670000000,0.012412114,0.170662394,0.051610219
0,0.471554624,0.534616223,0.521280582,0.597760129,0.597637614,0.998896177,0.797387662,0.809308538,0.303673413,0.781563378,0.000137492,2560000000,0.462417487,0.000385039,0.760502075,0.093640583,6560000000,0.003651319,0.084288176,0.061339421
0,0.495539414,0.534289141,0.545157664,0.604620995,0.604620995,0.999028594,0.79742529,0.809322599,0.303462409,0.781681834,0.00011714,5860000000,0.467280642,0,0.634173499,0.098689032,6560000000,0.002261556,0.058499864,0.014754803
0,0.486715741,0.548680768,0.539054553,0.601478834,0.601608556,0.999002481,0.797431792,0.809349159,0.303528152,0.781610255,9480000000,2310000000,0.460664469,0.000205021,0.131592266,0.101294683,7890000000,0.011794746,0.166943798,0.041126141
0,0.523229172,0.577464021,0.578189411,0.604275069,0.604289482,0.999019813,0.797464994,0.809381448,0.303550388,0.781646326,0.000120493,8350000000,0.466403295,0.000341034,0.068427979,0.117172869,6200000000,0.009301562,0.14934849,0.036815002
0,0.487203237,0.519025294,0.544729375,0.603381427,0.603885902,0.998994046,0.797300092,0.809243569,0.30331594,0.781545834,0.000139805,7420000000,0.463980943,0.000213021,0,0.101294683,6190000000,0.016482003,0.190797231,0.036314121
0,0.507288061,0.557130397,0.552438567,0.603049914,0.603049914,0.998982607,0.797453927,0.809366085,0.303608637,0.781610957,0.000137723,2070000000,0.466317741,0.000274027,0.150622533,0.100317564,6820000000,0.008010286,0.138222934,0.047588675
0,0.516014235,0.545900567,0.567375127,0.606934375,0.606934375,0.999026399,0.797453097,0.809353456,0.303515583,0.781630045,0.000156341,594000000,0.470697768,0.000194019,0.326146371,0.103900334,6360000000,0.0097712,0.153006621,0.040279334
0,0.510700531,0.573866114,0.562931634,0.601976102,0.601976102,0.999015422,0.797526555,0.809430793,0.303667128,0.78169208,879000000,4940000000,0.463992686,0,0.102743193,0.106587411,748000000,0.003930366,0.088792817,0.025056608
0,0.430214986,0.456334496,0.478291129,0.592809063,0.592809063,0.998714768,0.796797778,0.808751553,0.303022759,0.781165342,0.00024168,7200000000,0.462422519,0.000363036,0,0.083543685,5080000000,0.01316627,0.174955407,0.070674351
0,0.565641301,0.615460096,0.604422078,0.620958792,0.620958792,0.999295855,0.79780711,0.809618147,0.303570449,0.781884782,0.00011182,6890000000,0.469890877,0.000132013,0.22805952,0.152919143,9470000000,0.009555987,0.151343834,0.038030894
0,0.494223176,0.557675534,0.544675839,0.605211952,0.605255192,0.999010685,0.797436496,0.80934981,0.30351945,0.78160815,0.000145008,2260000000,0.4677168,0.000415042,0.19171981,0.107320251,6300000000,0.009420111,0.150285697,0.021738837
0,0.567250037,0.618948975,0.606831201,0.612512432,0.612469191,0.999122997,0.797596417,0.809467248,0.303563923,0.781737414,0.000148477,272000000,0.462873774,0.000178018,0.215001518,0.148766387,7830000000,0.009665417,0.152190344,0.034020637
0,0.534441574,0.591201483,0.576262113,0.608282045,0.608044221,0.999084866,0.797614955,0.809477534,0.303676071,0.781745975,0.000115752,2190000000,0.46347433,0,0.230387691,0.116114323,7590000000,0.003814552,0.086948635,0.018784489
0,0.488714474,0.539686001,0.540874779,0.610335981,0.610335981,0.999057597,0.797407859,0.809321948,0.303371047,0.781636922,0.000179699,7950000000,0.465873196,0.000392039,0.423018524,0.108867356,5630000000,0.008714287,0.144481059,0.025616926
0,0.481548286,0.552278674,0.53257669,0.603821041,0.603821041,0.999030097,0.797473848,0.809386916,0.303544104,0.781634817,0.000102685,0,0.465522592,0.000126013,0.14343557,0.106261705,6180000000,0.017294522,0.194062339,0.035278517
0,0.530736606,0.580680331,0.571711548,0.617196846,0.617196846,0.999186316,0.797619105,0.80946855,0.303470869,0.781745133,0.000160966,642000000,0.468444847,0.000236024,0.283024598,0.132399642,9480000000,0.013738954,0.178008888,0.033366984
0,0.477404573,0.542084605,0.530863537,0.605024575,0.603727353,0.998979834,0.797413255,0.809337311,0.303543137,0.781593834,0.000151484,2800000000,0.463432391,0.000383038,0.025812329,0.097630486,6240000000,0.002857039,0.070290534,0.022323574
0,0.534539073,0.592782381,0.582365223,0.602040963,0.602177892,0.999033794,0.797495429,0.809397072,0.303574316,0.78166401,7260000000,3160000000,0.477152898,0.000525053,0.17157607,0.124012703,8200000000,0.011151843,0.162801947,0.029400944
0,0.445034856,0.474814653,0.501311633,0.596967382,0.596909728,0.998931535,0.797202839,0.809154905,0.303276785,0.781501343,9040000000,2040000000,0.456606527,0.000247025,0,0.090057813,4960000000,0.010777957,0.16029265,0.040240293
0,0.526495393,0.579753598,0.564912469,0.611352138,0.611352138,0.999134551,0.797552287,0.809418554,0.303462651,0.781680291,0.00011899,2730000000,0.465150181,0.000287029,0.313796943,0.123279863,7190000000,0.006031425,0.117543913,0.018287609
0,0.469409643,0.521805495,0.51533808,0.597414203,0.597414203,0.998945632,0.797368709,0.809277681,0.303537094,0.781529974,8440000000,1140000000,0.462967716,0.00020002,0,0.092663464,4570000000,0.010203449,0.156211265,0.041085438
0,0.517330473,0.568360227,0.557631565,0.604512893,0.604397584,0.999031252,0.797483532,0.809372985,0.303558847,0.781637343,0.000110895,312000000,0.465837968,0.000525053,0.324830448,0.124989822,6970000000,0.010249045,0.156543822,0.053248627
0,0.528542875,0.579153947,0.58498849,0.618321106,0.618321106,0.999147493,0.79764124,0.809549142,0.303590752,0.781819238,0.000217744,0.000180482,0.467666474,0.000142014,0.04767689,0.124419836,0.000121721,0.00779325,0.136197358,0.042858133
0,0.536635304,0.589675098,0.575566144,0.60337422,0.60337422,0.999072965,0.797498887,0.809391473,0.303498423,0.781653343,5260000000,204000000,0.464118501,0.000484048,0.246482437,0.120511359,9630000000,0.007877146,0.136983402,0.033127395
0,0.491151952,0.543556476,0.548262755,0.610026089,0.610026089,0.999003636,0.797411733,0.809346555,0.30349093,0.78160829,0.000228729,0.000112398,0.46920309,0.000314031,0,0.099340445,7310000000,0.010288257,0.156846147,0.026862532
0,0.604835958,0.647786742,0.638363938,0.61680768,0.61680768,0.999216821,0.797703908,0.809543674,0.303555463,0.781818396,0.000124194,526000000,0.473012758,0.000286029,0.225630125,0.146486442,8120000000,0.004881496,0.102881156,0.023788711
0,0.5942573,0.632468382,0.621018256,0.611589962,0.611589962,0.999163785,0.797639856,0.809487559,0.303554497,0.78175594,9350000000,4380000000,0.468844099,0.000127013,0.263893107,0.140949434,7780000000,0.005650243,0.112918342,0.027435035
0,0.511285526,0.564489751,0.55104663,0.608087462,0.608015394,0.999025244,0.797458215,0.809356711,0.303526943,0.781617694,0.000174842,8660000000,0.469218188,0.000323032,0.325032898,0.110658741,6470000000,0.004888792,0.102971854,0.028790717
0,0.550041437,0.595998692,0.593286579,0.618241831,0.619294023,0.999209773,0.797626022,0.809502141,0.303434131,0.781775028,0.000171142,4040000000,0.465712153,0.000239024,0.158315619,0.13077111,8750000000,0.010369418,0.157420564,0.034511348
0,0.527177887,0.553641518,0.566572086,0.607655054,0.607655054,0.999050664,0.797475093,0.809370121,0.303503498,0.781634115,0.000143621,985000000,0.470550146,0.000322032,0.29588015,0.105284586,6040000000,0.004618864,0.099192793,0.028428443
0,0.547360211,0.599978195,0.583061192,0.607575779,0.607712708,0.999068343,0.797591852,0.809451624,0.30367027,0.781721554,0.000126853,1140000000,0.469961333,0.000344034,0.276546209,0.114485791,0.000100155,0.004918885,0.103395108,0.02130314
0,0.549651441,0.60210423,0.591198672,0.613946583,0.614033065,0.999144257,0.797665588,0.809525576,0.303640058,0.781796782,0.000152293,2360000000,0.461608918,0.000245025,0.188075716,0.124989822,7590000000,0.00827839,0.140671766,0.031217221
0,0.5028031,0.540776276,0.559023502,0.617766183,0.617766183,0.999036683,0.797413531,0.809338353,0.303424946,0.781599589,0.000319966,0.000129886,0.460822157,0.000320032,0,0.100236137,7780000000,0.007541561,0.133748526,0.046295264
0,0.544776483,0.599814653,0.599603833,0.622047017,0.621463267,0.999208155,0.797678315,0.809565807,0.303528635,0.781853484,0.000207568,7950000000,0.471967657,0.000267027,0.078145561,0.122139891,7920000000,0.00854923,0.143060132,0.035865679
0,0.561205089,0.613988225,0.613737352,0.612937632,0.612937632,0.999142293,0.7975729,0.809476101,0.303482229,0.781765624,0.000136567,5890000000,0.475951788,480000000,0.068124304,0.121244198,7940000000,0.001934178,0.051516159,0.024437171
0,0.510603032,0.566397732,0.555811339,0.601795932,0.601810346,0.999021084,0.797466516,0.809372725,0.303550146,0.781631589,7930000000,340000000,0.459263733,0.000440044,0.192630833,0.114648644,7910000000,0.007340027,0.131753182,0.053290852
0,0.504216838,0.560019625,0.553295144,0.609536027,0.609536027,0.99904454,0.797470943,0.809374157,0.303508574,0.781637062,0.000179815,0,0.456599817,0.000282028,0.215305193,0.103167495,0.000100251,0.003826407,0.08713003,0.022744755
0,0.655048018,0.673299171,0.673644199,0.623293792,0.623293792,0.999329826,0.797795213,0.809598096,0.303478603,0.781892081,0.000115174,3330000000,0.469776805,0.000209021,0.257718393,0.18312841,0.000145718,0.010083076,0.155334522,0.053472628
0,0.517281724,0.568959878,0.567053911,0.607936119,0.607936119,0.999087755,0.797489619,0.809388999,0.30345105,0.781653203,0.000111011,0,0.464537883,0.000414041,0.206296184,0.114485791,7510000000,0.01052262,0.158508934,0.027352483
0,0.482718276,0.542793284,0.529953424,0.609391891,0.6095072,0.998985264,0.79741616,0.80933028,0.303537094,0.781589764,0.000238789,0,0.461112369,0,0.313392044,0.099259018,851000000,0.007395654,0.132327599,0.028370726
0,0.484473261,0.550152638,0.540125274,0.604959714,0.604966921,0.998977869,0.79749031,0.809417643,0.303682114,0.781702606,0.000173339,4640000000,0.472321616,0.000167017,0,0.096164807,6040000000,0.002386489,0.061069625,0.013894203
0,0.437283674,0.505342346,0.493655977,0.601017599,0.601039219,0.998871219,0.797149993,0.80913238,0.303310622,0.78137236,0.00021705,5250000000,0.462092046,0.00019602,0,0.088185001,5830000000,0.008370494,0.141488043,0.027183244
0,0.487105738,0.547645007,0.536163606,0.607582986,0.607763156,0.998984687,0.797441753,0.809345774,0.303583017,0.78160408,0.000211384,6490000000,0.462511428,0.000365037,0.334041907,0.098770458,6770000000,0.014599805,0.182332134,0.037170497
0,0.517281724,0.583406018,0.569034745,0.611633203,0.611402586,0.999021199,0.797525864,0.809429751,0.303653593,0.781690677,0.000233354,9080000000,0.470117343,0.000821082,0.105273813,0.11139158,615000000,0.004371734,0.095595127,0.019993268
0,0.532881587,0.601122983,0.578992451,0.609391891,0.609355857,0.999099772,0.797591852,0.809474018,0.30360477,0.781726606,0.000121881,2610000000,0.46261208,0.000180018,0.16317441,0.130852536,7070000000,0.008032172,0.138434562,0.030245748
0,0.504850583,0.564707806,0.550725414,0.606422693,0.606422693,0.999050895,0.797504283,0.809393556,0.303554013,0.781657975,0.000123615,2340000000,0.46394236,0.000219022,0.261767385,0.109844475,6850000000,0.010673087,0.159567071,0.019118788
0,0.513040511,0.562418229,0.561111409,0.612634947,0.612634947,0.999063836,0.797567643,0.809442641,0.303637399,0.781707098,0.000210343,0.000152977,0.462727829,0.00020002,0.233424436,0.104063187,7610000000,0.004208501,0.093116063,0.037552008
0,0.488568225,0.528619712,0.544086943,0.602264374,0.602264374,0.998998437,0.79736276,0.809293304,0.303416245,0.781606185,0.000109392,3960000000,0.478790166,0.000226023,0,0.098933312,4450000000,0.004975424,0.104150921,0.023289995
0,0.451908546,0.500599651,0.498527758,0.605810115,0.605810115,0.998929108,0.797218471,0.809131469,0.303309172,0.781409132,0.000235667,148000000,0.464806287,0.000343034,0,0.092256331,4340000000,0.012671099,0.172174018,0.052787123
0,0.547603958,0.591855648,0.589485518,0.602891365,0.602682368,0.999007449,0.797764639,0.809599659,0.304099528,0.781896993,0.000107079,3920000000,0.464517752,0.000228023,0.193238182,0.098200472,7410000000,0.003111464,0.07497657,0.024182717
0,0.495636913,0.557893589,0.546121313,0.604404791,0.604383171,0.998998899,0.797441753,0.809354627,0.303553288,0.781615869,0.000143042,2480000000,0.463811513,0.000360036,0.179775281,0.109600195,7220000000,0.022207936,0.210297185,0.04325278
0,0.46975089,0.521750981,0.521923015,0.596362012,0.596362012,0.998847185,0.797314618,0.809240705,0.303648518,0.781488992,0.000166054,3280000000,0.461842094,0.000246025,0,0.085986483,7510000000,0.012803327,0.17292983,0.06544671
0,0.581387413,0.62456389,0.621821297,0.614400611,0.614400611,0.999221905,0.797681635,0.809532607,0.303505674,0.781807589,8050000000,2210000000,0.474423559,0.000210021,0.207105982,0.143880791,724000000,0.003187153,0.076306799,0.01975106
0,0.500950617,0.562636284,0.546496065,0.597954713,0.597954713,0.99898746,0.797454065,0.809358924,0.303598969,0.781617554,5120000000,0,0.458357867,140000000,0.254681648,0.101376109,935000000,0.01041319,0.157722889,0.027696843
0,0.508945547,0.540176625,0.553937577,0.607972153,0.607957739,0.999018311,0.79741533,0.80933002,0.303466518,0.781614325,0.000180855,63300000,0.466941781,0.000193019,0.304180585,0.103004641,6390000000,0.009006101,0.146929891,0.039369129
0,0.46975089,0.535433929,0.523261417,0.6049453,0.604974128,0.998931766,0.797380191,0.809309449,0.303586159,0.781567308,0.000219594,4920000000,0.464339934,0.000252025,0,0.091279212,5710000000,0.009927138,0.154185688,0.038090684
0,0.47087213,0.506323594,0.518014883,0.59858891,0.598646565,0.998908079,0.797296219,0.809234846,0.303488996,0.781507518,0.00014177,6160000000,0.463610209,0.000273027,0,0.084520804,0.000100895,0.024100165,0.215255313,0.06224707
0,0.611514649,0.63170519,0.650570159,0.621167789,0.620821863,0.99926616,0.797753157,0.80958065,0.303538303,0.78186387,0.000139226,0.000103739,0.475612927,0.000109011,0.222694605,0.201856526,7740000000,0.006162741,0.11908577,0.030515791
0,0.510651782,0.565307457,0.554740618,0.60703527,0.60703527,0.999016231,0.797536101,0.809419726,0.303682114,0.781686185,0.000168135,312000000,0.460736603,0.000369037,0.234133009,0.103086068,6750000000,0.015033878,0.184387943,0.054767618
0,0.578559938,0.627780201,0.610311044,0.615834763,0.615841969,0.999180077,0.797735588,0.809558777,0.303687914,0.78183608,0.000145586,3360000000,0.467386326,0,0.249924081,0.154140542,7410000000,0.003168915,0.076004474,0.018386533
0,0.516452981,0.572067161,0.559077038,0.605565085,0.605514637,0.999057019,0.797495706,0.809385875,0.303525976,0.781647589,0.000102916,156000000,0.464848226,0.000259026,0.277254783,0.126048367,6840000000,0.010755159,0.160141488,0.029233294
0,0.409983913,0.465819887,0.453075646,0.615986105,0.610408049,0.998772657,0.796980249,0.808932007,0.303220227,0.781136289,0.000466015,0.000159768,0.467423232,0.000362036,0,0.086963602,5250000000,0.003243692,0.077304471,0.01821395
0,0.524740409,0.576537287,0.572621661,0.610645873,0.610753975,0.999064414,0.797554224,0.809439776,0.303612988,0.781707098,0.000179699,6450000000,0.473170445,0,0.19151736,0.106180278,6170000000,0.00277679,0.068748677,0.017709969
0,0.523326671,0.579808112,0.571711548,0.616259963,0.616259963,0.999141946,0.797595311,0.809473107,0.303522351,0.781743729,0.000190338,4020000000,0.472480981,0.000272027,0.181192428,0.114974351,6250000000,0.006151798,0.11896484,0.030710612
0,0.629405743,0.684910597,0.683762514,0.621535335,0.621535335,0.999292158,0.797790232,0.809659419,0.303548696,0.781945554,0.000124656,5960000000,0.476367815,0.000231023,0.087660694,0.150069213,8230000000,0.00295735,0.072134716,0.028286141
0,0.549505192,0.603521587,0.586433963,0.612361089,0.612368296,0.99907204,0.797645113,0.809493678,0.30375559,0.781766186,0.000197854,0,0.469149409,0.000246025,0.253973074,0.11188014,8180000000,0.003747982,0.085890498,0.023157884
0,0.508506801,0.560946358,0.559933615,0.611633203,0.611633203,0.999035874,0.797488512,0.809392124,0.303557397,0.781658255,0.000222138,2680000000,0.462033332,0.000206021,0.166514829,0.105366013,7180000000,0.00848266,0.142455483,0.037258843
0,0.541607761,0.594254252,0.592804754,0.613946583,0.61397541,0.999068227,0.797532089,0.809447198,0.303566098,0.781711729,0.000227457,0.000115624,0.469855649,0.000205021,0.044640146,0.113752952,7650000000,0.004928004,0.103516038,0.031839368
1,0.498513138,0.574465765,0.548102147,0.609384684,0.609737817,0.998998899,0.797593651,0.809350461,0.303818674,0.781673975,0.000228845,4140000000,0.464769382,0.000410041,0.144650268,0.101050403,642000000,0.020786256,0.206125102,0.051613298
1,0.469799639,0.535542957,0.521334119,0.599309589,0.599309589,0.999001672,0.797382681,0.809303069,0.30344404,0.781560431,586000000,1490000000,0.457837833,0.000358036,0,0.100236137,5800000000,0.016820325,0.192187925,0.036623427
0,0.500853118,0.557348452,0.550993094,0.605716427,0.605716427,0.999032176,0.797484362,0.809386396,0.303558122,0.781665273,0.000131132,4230000000,0.466703572,0.000209021,0.191112461,0.108867356,7520000000,0.006695301,0.125071802,0.044437231
0,0.487690733,0.555004361,0.538251512,0.604448032,0.604311103,0.998996126,0.797510093,0.809417773,0.303678488,0.781667519,0.000144546,3170000000,0.46525251,0.000216022,0.088976617,0.098851885,7010000000,0.005048377,0.105148593,0.036085071
0,0.471213377,0.522623201,0.514106751,0.605759668,0.605802909,0.998936503,0.79731448,0.809214926,0.303461201,0.781450115,0.000228035,1710000000,0.461063721,0.000611061,0,0.093884863,5900000000,0.01132602,0.163950782,0.070960174
0,0.490128211,0.558547754,0.541249532,0.613362833,0.61334842,0.999056672,0.797626161,0.809523624,0.303754623,0.78176015,0.00022896,6280000000,0.468520336,0.000260026,0.127644498,0.100806123,6750000000,0.00293364,0.071711461,0.021723794
0,0.49261444,0.542193633,0.546817281,0.602437337,0.601795932,0.998929686,0.797411733,0.809333275,0.303645617,0.781587939,0.000170564,730000000,0.464309739,0.000338034,0.114687721,0.090872079,6440000000,0.010914745,0.161229858,0.033317684
0,0.50397309,0.564544265,0.55104663,0.608916243,0.608865795,0.999083364,0.797528492,0.809416471,0.303528152,0.781682536,0.000130438,4740000000,0.461595498,0.000192019,0.222289705,0.115300057,6600000000,0.008871137,0.145811289,0.035258216
0,0.472529615,0.539686001,0.527330157,0.602855331,0.602855331,0.9989885,0.797401219,0.809331582,0.303504223,0.781592431,0.000128819,4480000000,0.466124825,0.000248025,0,0.098281899,6570000000,0.005780647,0.114520664,0.025901759
0,0.470530883,0.535542957,0.517907811,0.605168711,0.604981334,0.998961115,0.79738531,0.809314917,0.303533952,0.781524501,0.000190338,4800000000,0.462046753,0.000258026,0.330296589,0.095269115,7080000000,0.013826499,0.178462376,0.04881597
0,0.46741091,0.53821413,0.522083623,0.601493247,0.601615763,0.998956955,0.79738282,0.809349159,0.303538303,0.781587799,0.000140614,165000000,0.46131535,0.000393039,0,0.095106262,6400000000,0.003343091,0.079057956,0.048116938
0,0.490371959,0.568087658,0.539482842,0.602163479,0.602163479,0.998996357,0.79759116,0.809473758,0.30381964,0.781660641,0.000109855,5980000000,0.46468215,0,0.139892702,0.0970605,6980000000,0.001995276,0.052846389,0.012726369
0,0.498561888,0.554132141,0.548798116,0.604678649,0.60454172,0.999046389,0.79745614,0.80936322,0.303479087,0.781643799,9790000000,2380000000,0.460268572,0.000270027,0.213381921,0.110251608,8310000000,0.01458339,0.182241437,0.038579701
0,0.504899332,0.557075883,0.560629584,0.603136396,0.603093155,0.998987691,0.797431239,0.809353716,0.303558364,0.781615729,0.00013356,9730000000,0.463982621,0.000277028,0.026318453,0.103493201,5810000000,0.009029811,0.147111286,0.03738479
0,0.501096865,0.538595726,0.5563467,0.606545208,0.605802909,0.999037376,0.797398037,0.809320776,0.303396184,0.781584571,0.000127085,5740000000,0.465322966,0.000224022,0.162567061,0.112042993,6460000000,0.015480717,0.186443752,0.05234272
0,0.503924341,0.546282163,0.55661438,0.602581473,0.602581473,0.998977292,0.797406614,0.809348638,0.303537094,0.781623027,0.000135526,2020000000,0.463890357,0.000215022,0,0.099014738,7750000000,0.009337127,0.149620582,0.068291538
0,0.508896797,0.548081116,0.563092243,0.606458727,0.606458727,0.999017617,0.797450053,0.809358143,0.303528877,0.781618957,0.000157497,611000000,0.470125731,0.000243024,0.153355603,0.103004641,8520000000,0.012572611,0.171599601,0.05365611
0,0.498854385,0.561382468,0.55158199,0.600931117,0.600931117,0.998986651,0.797512445,0.809425845,0.303702416,0.781679308,9980000000,6060000000,0.464779447,0,0.094240308,0.099584724,6780000000,0.00384191,0.087402122,0.025979992
0,0.459269731,0.50757741,0.508646073,0.596816039,0.596945762,0.998814717,0.797195368,0.80915152,0.303508091,0.781433413,0.000207914,5140000000,0.461952811,0.000373037,0,0.0894064,616000000,0.010990434,0.16174381,0.061750285
0,0.542923999,0.595453554,0.583703624,0.620115597,0.620115597,0.999294122,0.797807663,0.809581041,0.303575041,0.781871028,9980000000,7830000000,0.469466462,0.000169017,0.244964065,0.138832343,6980000000,0.009208546,0.148592678,0.023443281
0,0.519134208,0.579917139,0.567107447,0.607446057,0.607359576,0.999044309,0.797502623,0.809401238,0.303564648,0.781665273,0.000145239,2290000000,0.466019141,0.000365037,0.184127948,0.113264392,7750000000,0.008675986,0.144148502,0.028505626
0,0.578657437,0.629252072,0.614968681,0.614061892,0.614011444,0.999136516,0.797628651,0.809488731,0.30359196,0.781756361,0.00015981,2920000000,0.470820228,0.000252025,0.225225225,0.155443368,7600000000,0.008339489,0.141215951,0.025345898
0,0.506556818,0.582370257,0.549601156,0.604793958,0.606220903,0.999037954,0.797609698,0.809477403,0.303765016,0.781687448,0.000133445,3580000000,0.473881717,0,0.213078247,0.105528866,6600000000,0.002673743,0.066783566,0.013757515
0,0.529420368,0.581007414,0.576529793,0.610768388,0.610768388,0.99907932,0.797587425,0.809462952,0.303639575,0.781757905,0.000164782,7300000000,0.463194182,0.000191019,0.202550865,0.116277176,7540000000,0.008421561,0.14194153,0.024245198
0,0.4971969,0.563781073,0.544033406,0.601068047,0.601068047,0.999023279,0.797477168,0.809385875,0.303564165,0.781632852,6530000000,221000000,0.463174052,0.000173017,0.224010527,0.110577315,4700000000,0.009518599,0.151041509,0.028750222
0,0.507288061,0.566997383,0.551742599,0.617643667,0.617643667,0.9991691,0.797585074,0.809459176,0.303447666,0.781707098,0.000185365,6280000000,0.462224571,0.000278028,0.213786821,0.124745542,9510000000,0.014298872,0.180850742,0.045755473
0,0.50738556,0.564489751,0.553402216,0.601586936,0.601954482,0.998962039,0.797502623,0.809393687,0.303736738,0.78166022,0.00014073,2240000000,0.462415809,0.000424042,0.251138779,0.095431968,7020000000,0.003225453,0.077002147,0.024849533
0,0.467703408,0.524149586,0.513946143,0.601716658,0.601651797,0.99896955,0.797358887,0.809282889,0.303469902,0.781537974,0.000128472,3850000000,0.458998683,0.000477048,0,0.097956192,5480000000,0.012256176,0.169755419,0.062871819
0,0.474479598,0.537723506,0.525884683,0.598956457,0.598906009,0.998977407,0.797392365,0.809314136,0.303511958,0.781570957,7660000000,1850000000,0.461919261,0.000235024,0.369571819,0.098689032,7440000000,0.012884487,0.173383318,0.036487326
0,0.567688783,0.616277802,0.602923069,0.612858358,0.612858358,0.99917014,0.797645943,0.809499797,0.303551838,0.781773063,0.000107542,2970000000,0.478615703,0.000261026,0.23646118,0.134679586,7010000000,0.00490247,0.103153248,0.015124613
0,0.478477063,0.537832534,0.533968628,0.5987907,0.5987907,0.998961462,0.797386693,0.809317131,0.303535402,0.781573483,9070000000,1850000000,0.464727444,0.000232023,0,0.095350541,6090000000,0.009152008,0.14813919,0.042716062
0,0.543265246,0.608318796,0.594250228,0.603857075,0.603986797,0.99905309,0.797509401,0.80941556,0.30355788,0.781679168,8230000000,2920000000,0.462415809,0.000291029,0.109322806,0.141600847,5600000000,0.005257206,0.107929982,0.036134684
0,0.558377614,0.588748365,0.608972643,0.620245319,0.620245319,0.999205844,0.797671398,0.809535341,0.303521626,0.781814466,0.000190453,0.000175898,0.479068636,0.000183018,0.168539326,0.146893575,6670000000,0.006115321,0.118541585,0.037658003
0,0.521084191,0.573157436,0.562771026,0.603251704,0.603251704,0.999078395,0.79748865,0.80938301,0.303468935,0.781649554,4520000000,238000000,0.464308061,0.000280028,0.257515943,0.11570719,7800000000,0.005892813,0.115881126,0.027260109
0,0.479647053,0.523931531,0.53000696,0.609665749,0.609665749,0.998970821,0.79733025,0.809239924,0.303417212,0.78150429,0.000255672,0.000103399,0.461816931,0.000340034,0,0.096001954,7600000000,0.009680008,0.152311274,0.039943494
0,0.514941744,0.575719581,0.569409497,0.614667262,0.614667262,0.999110402,0.797529599,0.809438605,0.303473528,0.781704712,0.000196235,0.000104078,0.467510464,0.000214021,0.064480211,0.114078658,531000000,0.003349474,0.079178886,0.027393884
0,0.497343148,0.55484082,0.54317683,0.613737586,0.613521383,0.999025937,0.797470528,0.809371032,0.303547004,0.781633554,0.000262495,0.00016622,0.462944231,0.000466047,0.249519182,0.103411774,5890000000,0.004591506,0.09879977,0.033685347
0,0.53946278,0.588421282,0.58675518,0.615431182,0.615114084,0.999168291,0.797560726,0.809460348,0.303406819,0.781729975,0.000145702,3110000000,0.461873967,0.00029703,0.09849175,0.128491165,7800000000,0.009735635,0.152734529,0.034445899
0,0.522595427,0.556203663,0.564109428,0.604044451,0.604044451,0.999020391,0.797478828,0.809377282,0.303573108,0.781640431,0.000115983,883000000,0.467502076,0.000257026,0.244964065,0.102516082,7220000000,0.005145041,0.10644859,0.02579286
0,0.543460245,0.601940689,0.584881418,0.60604794,0.606148835,0.999051473,0.79758535,0.809458525,0.303694199,0.781728712,0.000118643,1100000000,0.47255647,0.000278028,0.217228464,0.112938686,6830000000,0.004351672,0.095292802,0.029554154
0,0.567152537,0.620802442,0.603083677,0.612743049,0.612649361,0.999159047,0.797725627,0.809562813,0.303714018,0.781820782,0.000115174,255000000,0.464908617,0.000376038,0.215507642,0.135982412,8180000000,0.007924566,0.137406657,0.032607826
0,0.557402623,0.598778892,0.592001713,0.604448032,0.604930887,0.999055864,0.797574975,0.809443292,0.303666887,0.781711308,9470000000,3280000000,0.463757832,0.000345035,0.258730641,0.122465597,7700000000,0.01387483,0.178704236,0.052998053
0,0.460244723,0.49634758,0.512072381,0.604462445,0.604462445,0.998848341,0.797084004,0.80902666,0.303243189,0.781262044,0.000294873,0.000106965,0.463205925,0.000345035,0,0.088673561,5870000000,0.0086158,0.14363455,0.072566668
0,0.533271584,0.592673354,0.591198672,0.620533591,0.620360628,0.999196485,0.797644975,0.809550574,0.303495039,0.781834958,0.000201554,7790000000,0.47155834,0.00030003,0.022775585,0.121814185,9020000000,0.01076519,0.160201953,0.045632113
0,0.586993614,0.656454427,0.646769099,0.610544978,0.610076536,0.999106242,0.797631694,0.80954094,0.303660603,0.781817554,0.000126853,6110000000,0.488754687,0.000190019,0.011640854,0.119615666,8400000000,0.001815628,0.0488557,0.018963542
